Id,hate_speech,offensive_language,neither,clean_tweet,,,
13130,0,1,0,dcc bitches knocked out on the grass,,,
13131,0,0,1,derek jeter clap clap clapclapclap yankees,,,
13132,1,0,0,diversity chcgo blck pstr flooded w dth threats ovr endorsement of gop candidate 8220 u sellout uncle tom ass n gger 8221,,,
13133,0,1,0,dmv nigguh dress funny as hell,,,
13134,0,1,0,do it do it you ll still e a fag but do it 8212 i ll pass heidi,,,
13135,0,0,1,drugs gt is why giants are losing just ask barrybonds and the hedge bet fund gt worldseriesgame6 faggots,,,
13136,0,1,0,da bitch mouf was smellin like da porta potties at da mustang field 128514 128514 128514,,,
13137,0,1,0,da fuq ho,,,
13138,0,1,0,da house next door to me been sold to honkies,,,
13139,0,1,0,daaamn lmao right back to them old ways rt look at this hoe ass nigga covering wiz face you hoe,,,
13140,0,1,0,dab r us nigguh,,,
13141,0,0,1,dad bought me a brownie shake lovehim,,,
13142,0,0,1,dad brought me home a watermelon eegee but i don t like it so it s going in the trash 128686,,,
13143,0,0,1,dad called me a border hopper,,,
13144,1,0,0,dad just yelled out in bout to fry some chicken like a nigger,,,
13145,0,1,0,dad why are your eyes so red son i smoked weed dad dad don t lie to me you were crying because you are a faggot,,,
13146,0,1,0,daddy cracker and a few bad bitches,,,
13147,0,0,1,dafuq is floppy bird,,,
13148,0,1,0,daiya nagore gets her pussy fucked and sucks cock for 160 pleasure,,,
13149,0,0,1,dallas hoe rt why,,,
13150,0,1,0,dam i just gotta hope that niggah dont snitch,,,
13151,0,1,0,dam this niggah trippin off ecstasy,,,
13152,0,1,0,damn it s kinda trash man rt how many of you actually have had a threesome honestly,,,
13153,1,0,0,damn amp his nigger music waking up the whole school in the morning 128664 127926 128543,,,
13154,0,0,1,damn charlie wilson is still around,,,
13155,0,1,0,damn i hate a bitch that like to argue and shit,,,
13156,0,1,0,damn i hate a bitch who like to argue and shit,,,
13157,0,0,1,damn i think your redskins lost,,,
13158,0,1,0,damn i use to be a big fan of ronda but so far she s been a big cunt tuf,,,
13159,0,1,0,damn i m in da mood to eat sum pussy who got it fresh on a platter for me teamfluffnevabluff,,,
13160,0,0,1,damn joe buck just making it sound like greinke was trash when he played for the royals chill out joe,,,
13161,0,1,0,damn kaepernick is trash man,,,
13162,0,1,0,damn karlie redd now all these hoes done seen your man junk,,,
13163,0,1,0,damn bird nearly gave me a heart attack and all she said was oh bitch oh,,,
13164,0,1,0,damn bitch gotta bootay,,,
13165,0,1,0,damn bitch thnx,,,
13166,0,1,0,damn bitch you nosey please don t touch my phone please,,,
13167,0,1,0,damn bro im hungry then a hoe rt and ain t got shit to eat at the crib fuckkkk,,,
13168,0,1,0,damn change change niccas,,,
13169,0,1,0,damn girl i ll be your porch monkey,,,
13170,1,0,0,damn hoe you so ugly even hello kitty said goodbye,,,
13171,0,0,1,damn internal alarm clock woke up at 6 35am feeling chunky from my 3am cheerios splurge guilt led me to the treadmill gym nosleep,,,
13172,0,0,1,damn it be cold fo a colored man,,,
13173,0,1,0,damn lol 8220 n kisses take a picture it last longer than staring like a weird ass bitch 8221,,,
13174,0,1,0,damn rednecks outside shooting guns keep waking my kids up no sleep for us tonight thanks 2a work at 8am is going to be so great,,,
13175,0,1,0,damn some oreos would be so fucking clutch right now,,,
13176,0,1,0,damn that bitch dumb,,,
13177,0,1,0,damn the bad thing about having side hoes is you can t get mad when they don t hit you up all day 128530 9995 128554,,,
13178,0,1,0,damn they act like bron tore his acl toughen up bitch lol,,,
13179,0,1,0,damn this bitch crazy,,,
13180,0,1,0,damn this bitch nasty lol,,,
13181,0,0,1,damn those shiner rock those bud light platinum and that ciroc,,,
13182,0,1,0,damn who knew this whole time that i was the angry negro dude,,,
13183,0,1,0,damn you a hoe,,,
13184,0,1,0,damn birds stay shitting on my car,,,
13185,0,1,0,damn lol censored rt redskins bitch lets fucking go fuck the eagles we bout to burn that bitch down httr,,,
13186,0,1,0,damn payback is a bitch,,,
13187,1,0,0,dani alves pulled off that hairstyle neymar just looks like a faggot,,,
13188,0,0,1,daniel there s no cow tipping and hoe downs in jackson this city living lol,,,
13189,0,1,0,danny brown better put out more music before he ods that dude is out his fuckin bird,,,
13190,0,1,0,danny chris and i should not be allowed out in public together cunts,,,
13191,0,1,0,dark skinned girls with blonde hair need to stop it the only bitch that can rock that is dijonay from the proud family,,,
13192,0,0,1,darkies dgaf rt betha gotta chill wit his yellow 4thofjulyfly outfit man rt,,,
13193,0,1,0,dat bitch a thot,,,
13194,0,1,0,dat bitch gotta lay on her back to pee,,,
13195,0,1,0,dat bitch had noo cheeks,,,
13196,0,1,0,dat bitch mouth made da honor roll,,,
13197,0,1,0,dat bitch wild as shit lls,,,
13198,0,0,1,dat da bad thing bout being colored day bring me in to fight but don t vite me to da victory partay,,,
13199,0,1,0,dat hoe smelt like she was on her period 128514 128514 128514,,,
13200,0,1,0,dat nicca had jordan cleats,,,
13201,0,1,0,dat nicca paper fuwop n da booth,,,
13202,0,1,0,date a thug because you know they won t pussy out when it comes to defending you felonsplease,,,
13203,0,1,0,dating you would be like darnell dating that fatal attraction bitch brandy lol,,,
13204,0,1,0,dats y i don t argue wit dese bitches lol,,,
13205,0,1,0,dave chappelle turned into a beast he wishes someone would tell him i m rick james bitch so he can whoop that ass,,,
13206,0,1,0,david is bitch made heismybitch,,,
13207,0,1,0,david is my bitch,,,
13208,0,1,0,dawg ass hoes,,,
13209,0,1,0,dawg oriental flavored noodles go so fuckin hard b rt dun54 lmfaoo fuckin coon smh,,,
13210,0,0,1,dawg rt cosby man this about to be another trash thursday night game,,,
13211,0,1,0,dawg what the fuck happened to so and so where did they go too worried bout bitches and fashion they go missing in action,,,
13212,0,1,0,day juan at the jim and im in total bitch mode for hopefully a week ty,,,
13213,0,1,0,dayum u gyp u gone have mfs thinking im wiping my face w pissy diapers n shyt grrrrrr,,,
13214,0,1,0,de niro s wife in casino is the second biggest cunt of all time first is still george s mother in blow,,,
13215,0,1,0,dead af stupid bitches still talking shit 128514,,,
13216,0,1,0,deandre jordan banged dat bitch,,,
13217,0,0,1,dear god forgive us for a moral slope of values shacking is just a pretty word for perpetual fornication let s,,,
13218,1,0,0,dear utah polynesians again stop acting black and speaking ghetto speak fob you ain t no ghetto niggaz,,,
13219,0,1,0,dear von miller karmas a bitch,,,
13220,0,1,0,dear grumpy bitch at gibsons no one wants to hear about your personal life,,,
13221,0,1,0,dear inconsiderate ghetto fuck on the train across from me ya know your phone has options other than speaker phone right,,,
13222,0,1,0,dear ugly hoes stop playing hard to get you re already hard to want,,,
13223,0,1,0,dear whores don t tell me i can t dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap,,,
13224,0,0,1,debating feminism with a gay professor uninformed girls and low iq rednecks is not my idea of a fun wednesday night,,,
13225,0,0,1,decent trade for the yankees a proven veteran ichiro for some prospects,,,
13226,0,1,0,dedication 4 hoe,,,
13227,0,1,0,dee gordon getting to he can fuck my bitch status with all these sbs,,,
13228,1,0,0,deedee patrick ed sheen timmy s dad beavis amp butthead peter griffin this is just a list of some mentally retarded cartoon characters,,,
13229,0,1,0,deez fat hoes kill me i ain t seen this much crack since they locked meech up lmfao,,,
13230,0,1,0,deez hoes be actin up,,,
13231,0,1,0,deez niggas pussy so fuck em deez niggas ass so buss em,,,
13232,0,0,1,defiantly going to see that new planet of the apes tonight,,,
13233,0,0,1,define wigga,,,
13234,0,1,0,deion s a bitch,,,
13235,0,1,0,dekalb police are some hoes,,,
13236,1,0,0,delete now you bitch ass nigga rt quan if the redskins beat us i will delete my fucking ig,,,
13237,0,1,0,delete this lmao rt bruno mars and el debarge both cop blow from the same nicca but don t mind me tho,,,
13238,0,0,1,delusional teabagger thinks he can stop gay marriage in wisconsin lgbt teaparty gaymarriage ssm,,,
13239,0,1,0,dem hoes be peeping out my dougie 128131,,,
13240,0,1,0,dem hoes more 128686 8220 this nigga out here fucking retired widows 8220 new race fuck black woman,,,
13241,0,1,0,dem niccas run plays too quick,,,
13242,0,1,0,denzel did his mf thang in his new movie boy i swear oml he played the shit outta that bitch had me in the movies ready to be a killer 128526 128514 128514 128175 128588,,,
13243,0,1,0,denzie boutta be takin erry body bitch now,,,
13244,0,1,0,des hoes silly goose s,,,
13245,0,1,0,des popcorn hoes be in da way all the time mannn,,,
13246,0,1,0,dese bitches actin like they loyal give dat hoe a oscar 127942 128564 128530,,,
13247,0,1,0,dese niggaz on dat guala shit,,,
13248,0,0,1,designer belt with a trash fit is still trash,,,
13249,0,0,1,despite the zebra red rocket special portland beats those jersey shore floppers,,,
13250,0,1,0,destiny s child song say my name is the insecure bitches anthem,,,
13251,0,1,0,detroit lions bitch,,,
13252,0,1,0,detroit nicca but i m good in the a,,,
13253,1,0,0,devin hester s a bitch,,,
13254,0,1,0,dey gave da wrong nicca money,,,
13255,0,1,0,dey put us on lockdown cus dey searchin bitches cars fa dat dope,,,
13256,0,0,1,dey wants to rename our main street mlk blvd i told dem dat will even scare da colored folks away,,,
13257,0,1,0,dez is caked up with some bitch or something cause hes not playing like dez bryant,,,
13258,0,1,0,dhugga dhugga baby d h u g e r kiss a nigga bitch perfect no cpr 128068,,,
13259,0,0,1,diabetes galore 128514 128514 128514 128514 128514 rt colorado health officials recommend pot brownie ban,,,
13260,0,1,0,dick game make a faithful bitch start cheat in,,,
13261,0,1,0,dick so little ugly hoes tryna find me,,,
13262,0,1,0,did i just see a white bitch getting licked between her legs by a dog nasty fuck,,,
13263,0,1,0,did miguel just hulkamania leg drop a bitch from the top rope,,,
13264,0,0,1,did everyone else s parents use to refer to the power puff girls as powder puff girls or were mine just exceptionally retarded,,,
13265,0,1,0,did he say the tastiest cuts or cunts,,,
13266,0,1,0,did he say wayne chung bitch,,,
13267,0,1,0,did la mulatta just refer to herself as a darkie,,,
13268,0,1,0,did one of the biggest hoes around really just retweet that 128530,,,
13269,0,0,1,did the italian bird just call janet a calzone uncletweet,,,
13270,0,1,0,did this bitch really just ask me do i have a badge to be in this building while going to my floor white people just don t change at all,,,
13271,0,1,0,did we just become best friends with these hoes on the boat well probably so but we don t love em tho,,,
13272,0,1,0,did you all hear this bundy redneck someone should show him how niggas play,,,
13273,0,1,0,did you punk bitches take my salmon cream cheese,,,
13274,0,0,1,didn t get to hit the slopes today but snowboarding lessons first thing in the morning excited,,,
13275,0,1,0,didn t know alberta had brampton bitches flourish,,,
13276,0,1,0,die twice bitch 8220 thank you 128536 8220 you re the filthiest hoe of all time,,,
13277,0,1,0,diets aren t for alcoholics a bitch be tipsy quick from eating veggies and shit,,,
13278,0,1,0,difference between niggers and niggas tupac my og 128175,,,
13279,0,0,1,ding ding ding 128514 128514 171 sagittarius trash 187,,,
13280,0,1,0,dino in rare form rt mind your business hoe rt annually rt smh webb hurt,,,
13281,0,1,0,dirty hoe,,,
13282,0,1,0,dirty pop on the counter bitch dirty in it,,,
13283,0,1,0,dis be one sexy bitch,,,
13284,0,1,0,dis bitch a wizard 8220 8220 snd me nudes like dis lol her couch floatin wtf 8221,,,
13285,0,1,0,dis bitch blowin me man fuck u,,,
13286,0,1,0,dis bitch by my side and i ll never be broken,,,
13287,0,1,0,dis bitch got these flintstone sandals 128530 128530,,,
13288,1,0,0,dis broad done tagged dis nicca n a video of his sis giving dome tragic,,,
13289,0,1,0,dis hoe got uh dinguling nose 127814 128514 128514 128514,,,
13290,0,1,0,dis hoe wasnt dis violent on lottery ticket 128514 128514,,,
13291,0,0,1,dis nicca scooch went in on dat i keep tryin,,,
13292,0,0,1,dis nicca lame,,,
13293,0,1,0,dis niga at da gas station trippin tol his bitch bitch who dnt wana ride wit a niga n a caddy on4s trued up bitch jus shut the fck up lol,,,
13294,0,1,0,dis nigga look retarded,,,
13295,0,1,0,disgusting 8220 gtfohhhhh rt 8220 mom just bought me a pet nigger 128525,,,
13296,0,0,1,disturbing feeling pressure from isis fanboys al qaeda fanboys resort to celebrating 9 11 to reclaim their jihadi bona fides,,,
13297,0,1,0,dj khaled a fool 500k for a ring for nikki that bitch spends a good million on her ugly ass wigs 128514 128514 128514,,,
13298,0,1,0,dj khaled is retarded,,,
13299,0,1,0,dnt play with yo girl heart thats why her pussy there for,,,
13300,0,1,0,do as i say soo 128545 128074 r muthaafuckin j hoe 128514 128514,,,
13301,0,0,1,do birds have dongs how do they mate help me i m an adult who doesn t know how animal sex works,,,
13302,0,0,1,do girls wear bathrobes still cuz i have really cute fuzzy 60 bathrobe from victorias secret is that even ok to wear 128589,,,
13303,0,1,0,do these glasses make my cunt look fat,,,
13304,0,1,0,do we love these hoes 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514,,,
13305,0,1,0,do y all remember when twitter took away verified check after chris brown broke up with her lmao stupid bitch,,,
13306,0,1,0,do you ever look zayn and be like he cunt be reel emabiggestfans1d,,,
13307,0,1,0,do you expect me to be cute with you oh hell no i m not a bitch cuteness gets you planted in a relationship a relationship you ll hate,,,
13308,0,0,1,do you have a nickname what is it 8212 tator tator tot tightey whitey whitey jr taylor whitey pants agent ti,,,
13309,0,0,1,do you know where i grew up skippy brother,,,
13310,0,0,1,do you really believe people evolved from apes 8212 not really i m quiet convinced with the evolution of man but,,,
13311,0,1,0,do your dick hang low do it wobble to and fro can you tie it in a knot can you stick it in a hoe,,,
13312,0,1,0,does sza have freckles on her pussy too,,,
13313,0,0,1,does it bother anyone else that the planet of the apes timeline makes no sense,,,
13314,0,1,0,dog i think it s a nigga dyke i was wondering the same rt is the person that sing no flex zone a male or female,,,
13315,0,1,0,doing her thang for you shoutout that real bitch,,,
13316,0,1,0,dom calls me bitch boy,,,
13317,0,0,1,dominoes moonlit lake velvet underground honey whiskey white trash heaven i accept your ridicule but just tonight,,,
13318,0,0,1,don 8217 t believe ap 8217 s ho hum tone latest poll is great news for republicans hot air,,,
13319,0,1,0,don t k me you bitch,,,
13320,0,1,0,don t hillary s verbal responses and aggressive interactions suggest either brain damage or a need for meds or maybe she s just a bitch,,,
13321,0,1,0,don t act all shy bitch slop that up,,,
13322,0,1,0,don t be a broke hoe hating on a paid hoe pimpchampaign,,,
13323,0,1,0,don t be a fool wrap your tool unless you wanna be a ratchet white bitch at the clinic with 4 baby daddies she s apparently exempt,,,
13324,0,1,0,don t be a little bitch or i ll do this to you,,,
13325,0,1,0,don t be a pussy,,,
13326,0,1,0,don t be fooled i kickit with niggas and bitches older then you so,,,
13327,0,1,0,don t be mad cause yo bitch choosin,,,
13328,0,1,0,don t be mad cause yo bitch choosin and i put her ass in the jacuzzi splash,,,
13329,0,1,0,don t be no bitch amp not speak when i initiate a friendly hello,,,
13330,0,1,0,don t be using teeth hoe that s childish,,,
13331,0,1,0,don t blame me blame ya bitch can t help she want a nigga,,,
13332,0,1,0,don t bring dat police ass nicca round me,,,
13333,0,1,0,don t concern yourself wit my mingling with other bitches,,,
13334,0,0,1,don t dance iggy it s trash just like your music,,,
13335,0,1,0,don t ever be ashamed of who you are unless you re a hoe,,,
13336,0,1,0,don t ever kiss the other girl in a 3some don t hug that hoe none of that,,,
13337,0,0,1,don t follow the astros they said they re trash they said well now look at them astros,,,
13338,0,1,0,don t fucc wit coward cuz he a bitch n left la,,,
13339,0,1,0,don t fuck widd no baby ass bitch in the words of deja lol,,,
13340,0,1,0,don t fuck with girls that wear beanies,,,
13341,0,1,0,don t fw sloppy hoes you might catch somethin,,,
13342,0,1,0,don t get a mf attitude bitch i m not about to justify shit,,,
13343,0,1,0,don t get yo bitch ass killed in new atlanta baby,,,
13344,0,1,0,don t get your main bitch and side bitch confused there s a big difference,,,
13345,0,1,0,don t hit me up talking bout who that bitch under yo pic get yo ass treated,,,
13346,0,1,0,don t judge me i am vindictive and vengeful when it comes to bitches disrespecting me,,,
13347,0,1,0,don t kiss these hoes in the mouth unless you have to,,,
13348,0,1,0,don t know no ugly bitches don t know no broke niggas don t know no snitch niggas,,,
13349,0,1,0,don t let the hoes lie to you,,,
13350,0,1,0,don t let the power of the dollar turn you into a hoe,,,
13351,0,1,0,don t let this natural hair care shit fool you some of you hoes need a perm,,,
13352,0,1,0,don t lose sleep bout these bitches bc they come and go 128076,,,
13353,0,1,0,don t love these hoes don t lean on bitches,,,
13354,0,1,0,don t love yo bitch just fuck yo bitch when i got time to do it,,,
13355,0,1,0,don t make me make you fall in love with a bitch like me,,,
13356,0,1,0,don t make me take yo bitch nigga 128527 128080,,,
13357,1,0,0,don t mind black people hate niggers,,,
13358,0,0,1,don t mind that twinkies are gonna be gone very concerned about the rest of hostesses product line,,,
13359,0,1,0,don t no nigga want an artificial bitch let me repeat that not one,,,
13360,0,1,0,don t play with my emotions rt i gotta make some bla t plash when i get back that hoe will have you gone,,,
13361,0,1,0,don t put too much effort into these bitches if you ain t gettin none back give them exactly what they give you,,,
13362,0,0,1,don t really care if a fighters black white yellow or dalmatian if he is good he is good,,,
13363,0,1,0,don t subtweet me my name so i no it s real ugly bitch,,,
13364,0,0,1,don t talk about homecoming until you actually do it otherwise anti nf people have a reason to mock the party,,,
13365,0,1,0,don t talk to her like that rt i did a search for lying evil cunt and guess what you came top x,,,
13366,0,1,0,don t tell me ryan tannehill s better than dogshit alex smith s trash ass too fuck,,,
13367,0,1,0,don t throw me the pussy let me come get it,,,
13368,0,1,0,don t touch me bitch i m famous,,,
13369,0,1,0,don t touch no sloppy hoes you might catch somethin,,,
13370,0,1,0,don t trust a bitch who s nail polish is chipping off,,,
13371,0,1,0,don t trust these hoes,,,
13372,0,1,0,don t try and pull that fake friend shit on me bitch,,,
13373,0,1,0,don t worry about the bitches i use to fuck wit,,,
13374,0,1,0,don t worry bout me i got it all arranged bitch mind your business stay in your lane bitch vote5sos emabiggestfans1d,,,
13375,0,1,0,don t you hate that dumb ass voice that everyone uses when they try to mock something you said,,,
13376,0,1,0,don t you hate when someone you care about is dating a hoe but they won t listen to you,,,
13377,0,0,1,done for the yankees,,,
13378,0,1,0,dont believe them hoes,,,
13379,0,1,0,dont ever really talk about your intentions to your boy that nigga might just turn around and take that pussy,,,
13380,0,1,0,dont fuck wit broke bitches,,,
13381,0,1,0,dont you talk when im talking you better mute it hoe,,,
13382,0,0,1,dooms rt dadon white nubuck or leather for the upper of the foam makes them a pass to me white soles too,,,
13383,0,0,1,double stuff oreos mane say,,,
13384,0,1,0,double tap and imma be honest hoe honest hoe 128514 128514,,,
13385,0,1,0,double up on that blow bitch,,,
13386,0,0,1,doug martin trash,,,
13387,0,1,0,down to catch a body bitch,,,
13388,0,0,1,draft drinking game chug a beer everytime you see a black woman crying,,,
13389,0,0,1,drake t i 8220 8220 sirhampton 3 stacks kendrick rt name a rapper that alot of people like but you think is trash 8221 8221,,,
13390,0,1,0,drake gets the bitches,,,
13391,0,1,0,drake vs tyga beef yung berg lil fizz chris brown bitch rants on twitter ilovemakonnen getting drug off stage light skins taking l s,,,
13392,0,1,0,drake was singing that shit so bitches would buy nwts lmao nobody even remembers that album,,,
13393,0,1,0,dream job for a pedophile dressing up like mickey mouse and hugging kids all day,,,
13394,0,0,1,dreamed i was eating a brownie and started salivating and woke up almost coughing myself to death today is a struggle,,,
13395,0,1,0,dreaming of the pussy that i slept on cat nap,,,
13396,0,1,0,dress like a hoe i m goin at you like a hoe just like any other nite forget halloween,,,
13397,0,1,0,dress like you re gonna see that bitch you hate everyday 128139,,,
13398,0,0,1,dress shirt saggy jeans backwards yankee hat now that s lifting swag,,,
13399,0,1,0,drink up bitches,,,
13400,0,1,0,drinking coronas these bitches are quite tasty,,,
13401,0,1,0,drinking thai tea while watching male drama queens bitch on facebook whole lot of snitching going on 8230,,,
13402,0,0,1,drinking folie a deux wine and playing fall out bird hahaha,,,
13403,0,0,1,drita is that nicca lmao,,,
13404,0,1,0,driving the fucktardmobile tranny slips and all 128530,,,
13405,0,1,0,drop dead gorgeous a bitch ain t dying for a nigga,,,
13406,0,1,0,drop dead gorgeous but the bitch ain t dying for a nigga,,,
13407,0,1,0,drop her off dat bitch a be walking if i wus driving,,,
13408,0,1,0,drop it down for a niggah,,,
13409,0,1,0,dropped all my hoes for someone but was that a good decision find out on the next episode of dragonballz 128514,,,
13410,0,1,0,dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin 128514 128514,,,
13411,0,1,0,druggys with hoes again gotta have the dopest video ever 128553,,,
13412,0,1,0,drunk inlove with my gun bae bitch beyonc 233 128520,,,
13413,0,1,0,drunkkkk hotboxing these kushy blunts straight bumpin aob this hoe on some other shit bro i got mind fucked like when black zetzu betrayed,,,
13414,0,1,0,dude i work with is so pussy,,,
13415,0,1,0,dude live next to me be hitting some ugly ass hoes got damn,,,
13416,0,1,0,dude said 1 30 bitch i took a whole nap before my 5 30 midterms,,,
13417,0,1,0,dude said ice jj fish created player on 2k retarded too lol,,,
13418,0,0,1,dude was talmbout i don t know why everyone hates nickelback because they re trash that s why,,,
13419,0,1,0,dude why do i have to be such a bitch like i m confused,,,
13420,0,1,0,dudes cait is calling bitches out left and right today mybabyisallgrownup 128514 128514 128514 128079 128079 128079,,,
13421,0,1,0,dudes a faggot pahahaha,,,
13422,0,1,0,dudes have problems deciphering sex too side bitches get wifely love you can t keep a secret if you re overdoing dirt,,,
13423,0,1,0,dudes kill me with that i wouldn t mess with khloe kardashian if she ain t have money i ve seen the hoes y all be hitting get real,,,
13424,0,1,0,dudes probably just think eating pussy is sucking on pussy lips 128530,,,
13425,0,1,0,dudes proudly volunteer to be baby daddy 2 3 4 and 5 whether they ll be a father or not all over some pussy property,,,
13426,0,1,0,dudes stay trying to hit on someone elses bitch knowing they already taken,,,
13427,0,1,0,duh aka shitty nights rt city nights is hella ghetto,,,
13428,0,1,0,dumb ass bitch,,,
13429,0,1,0,dumb ass bitch i swear,,,
13430,0,1,0,dumb ass fake bitches childish shit talk mad shit about each other and back to best friends lmao,,,
13431,0,1,0,dumb ass hoe,,,
13432,0,1,0,dumb ass student gets trapped in a giant pussy sculpture germany wtf funny hornymen,,,
13433,0,1,0,dumb bitch,,,
13434,0,1,0,dumb bitch don t know her colors 128553 128553 128514 128514 128514 9996 65039 9996 65039 9996 65039 9996 65039,,,
13435,1,0,0,dumb bitch,,,
13436,0,1,0,dumb bitch leave me alone,,,
13437,0,1,0,dumb bitches are one thing that ll never become extinct,,,
13438,0,1,0,dumb bitches that think buddha says namaste,,,
13439,0,1,0,dumb cunt,,,
13440,0,1,0,dumb little broad move the fuck along bitch,,,
13441,0,1,0,dumb nigguh,,,
13442,0,0,1,dumpster rt gahbage rt sirhampton chicks that smoke are trash no in between no debate,,,
13443,0,1,0,dwight could ve had me instead of that ugly young hoe 128553,,,
13444,1,0,0,dyke bitches kill me thinkin they really got hoes lol,,,
13445,0,1,0,dyke pastors be in the lords house tryna cuff all the pussy bruh bruh,,,
13446,0,0,1,e250 5 4 motor and tranny i have a 2008 5 4 triton motor and transmission with 5 200 miles that came off a e250,,,
13447,0,1,0,ebhgjhbgjbejfb i saw this ach websingle xxxxx8898 marylandunempins and was like some bitch named mary landunem stole my money,,,
13448,1,0,0,eda the 2 queers at aa lol,,,
13449,0,1,0,ej wanna be michael sam bitch so bad,,,
13450,1,0,0,espn keep hiring these dyke bitches and gay spanish niggas to talk sports,,,
13451,0,0,1,exposed jihadi kidnap and murder handbook and plan to infiltrate british army and police via,,,
13452,0,1,0,eagles fans will always be annoying faggots,,,
13453,1,0,0,eagles fuck around amp lose it ll be kill the cracker at the sophi crib smfh,,,
13454,0,1,0,eagles fucking trash,,,
13455,0,0,1,early bird catches the worm 128074,,,
13456,0,0,1,early bird catches the worm 128076,,,
13457,0,0,1,early bird get the worm,,,
13458,0,0,1,early bird gets the worm but the second mouse gets the cheese risengrind 128175,,,
13459,0,0,1,early bird gets the worm right hopefully i get a job soon after today,,,
13460,0,0,1,early bird gets the worm,,,
13461,0,0,1,early bird gets the worm 128027 128036,,,
13462,0,0,1,early bird gets the worm gogetit,,,
13463,0,0,1,early morning beer as a reward for waking up and taking the trash out,,,
13464,0,0,1,early worm gets the bird bslfe goodmorning,,,
13465,0,1,0,easy congo rt fuckin faggot rt all though i eat my lunch on the road frequently,,,
13466,0,1,0,easy bitch how lmfaoooooooooo she was my girl 9995,,,
13467,0,1,0,easy pussy doesn t motivate me,,,
13468,0,1,0,eat a dick bitch,,,
13469,0,1,0,eat her pussy when she mad eat her pussy when she sad eat her pussy when she sleep 128564 eat her pussy when she horny eat her pussy,,,
13470,0,1,0,eat my dick bitch,,,
13471,0,1,0,eat so much pussy that my mustache pink 128514,,,
13472,0,1,0,eat that pussy like cold pizza,,,
13473,0,1,0,eat that pussy like i got the munchies,,,
13474,0,1,0,eat the pussy like,,,
13475,0,1,0,eat your vegetables or you ll grow up to be a pussy,,,
13476,0,0,1,eating brownies and then going to the gym idk,,,
13477,0,1,0,eating pussy is fun,,,
13478,0,1,0,eating pussy on top of my shoulders,,,
13479,0,1,0,eattin all this pussy im startin to get chubby,,,
13480,1,0,0,ebola sounds like a hood hoe,,,
13481,0,0,1,egypt r the muzzie bros still running things only a tad better certainly no respectors of dem though,,,
13482,1,0,0,eh bitch how about you worry about your own psychotic ass looks like you need to be saved from being a noisy bitch 9996 65039 128139 cantstanducunt,,,
13483,0,1,0,either yall niggas just hella funny or she just tryna hoe around the block but you know,,,
13484,0,1,0,elizabeth is a stupid hoe,,,
13485,1,0,0,elizabeth is a stupid hoe,,,
13486,0,1,0,elizbian is bitch and likes women,,,
13487,0,0,1,embrace it love it flip this group of mine runoff water colored turds off and make a pick,,,
13488,0,1,0,emd hoe,,,
13489,0,1,0,emoji ass nigguh,,,
13490,0,0,1,endless but they really trash so none rt kimbosabe men how many positive s and possibles do y all have on fri thru sun night,,,
13491,0,1,0,energy vampires all around this bitch,,,
13492,0,0,1,enjoy 50 off dc tickets with our code and check us out at booth 640 vegan brownies samples amp more,,,
13493,0,0,1,enjoying my bed just perfect for me my teddy bear and monkey it singlelife bed teddybear,,,
13494,0,0,1,enjoying the eccentricity of s americarna charlie daniels appearances in two of the three episodes i have watched,,,
13495,0,0,1,epic mickey time nahh two and a half men while i shiver tht sounds more like it,,,
13496,0,1,0,erica so desperate she bragging bout flawging ass scrapy eating her pussy wow he ur baby daddy dumb bitch i m sure u gave he dome as well,,,
13497,0,1,0,errrnigga tryna fuck the next nigga bitch not knowin his bitch is the next nigga bitch,,,
13498,0,1,0,esp when bitches are after my leftover always hyping niggas i made him pick another ugly nigga to put on top,,,
13499,0,1,0,especially dem souf niccas dat shit was outrageous,,,
13500,0,1,0,especially that wee cunt that walks about tensing all the time lol sup wae that shit you are 5 foot fuck all tank my motherfucking arse,,,
13501,0,1,0,europeans taste test america s most white trash snacks via 127839 this is hilarious foodie ish,,,
13502,0,1,0,evan williams wit me we find a bitch have a minaj,,,
13503,0,1,0,evan 128514 128514 128514 128553 128553 128553 128557 128557 rt buy me polo i will eat your pussy till the receipt expire,,,
13504,0,0,1,even humming birds like the stuff,,,
13505,0,1,0,even bitches with bad attitudes bumpin to our tunes they high maintenance,,,
13506,0,1,0,even gtta ak sittn at my bitch house,,,
13507,0,0,1,even liberals are humiliated by charlie rangel 8217 s claim the gop backs slavery hot air,,,
13508,0,1,0,even my moms knows i don t fuck with ghetto people,,,
13509,0,0,1,even the birds think this waking up early thing is bunk,,,
13510,0,1,0,even the young kardashians are hoes lol,,,
13511,0,1,0,even these pretty bitches mad self conscious if that instagram pic don t get enuff love it gets takendown,,,
13512,0,1,0,even they know you my bitch,,,
13513,0,0,1,even though lil wayne s music has turned into trash no ceilings and i am not a human being will always be my favorites,,,
13514,0,1,0,ever leave me around yo bitch and ima get her stoned,,,
13515,0,1,0,ever pop a bag of chips and that bitch bust open on the end facing the fuckin floor,,,
